Epoch,Animal amount,Grass amount,Average energy,Average life span,Average children amount
147,3,136,1425.6666666666667,35.0,0.0
148,3,136,1422.6666666666667,35.0,0.0
149,3,135,1453.0,35.0,0.0
150,3,135,1450.0,35.0,0.0
151,3,135,1447.0,35.0,0.0
152,3,135,1444.0,35.0,0.0
153,3,134,1474.3333333333333,35.0,0.0
154,3,133,1504.6666666666667,35.0,0.0
155,3,132,1535.0,35.0,0.0
156,3,131,1565.3333333333333,35.0,0.0
157,3,131,1562.3333333333333,35.0,0.0
158,3,130,1592.6666666666667,35.0,0.0
159,3,130,1589.6666666666667,35.0,0.0
160,3,130,1586.6666666666667,35.0,0.0
161,3,130,1583.6666666666667,35.0,0.0
162,3,130,1580.6666666666667,35.0,0.0
163,3,130,1577.6666666666667,35.0,0.0
164,3,129,1608.0,35.0,0.0
165,3,129,1605.0,35.0,0.0
166,3,129,1602.0,35.0,0.0
167,3,127,1665.6666666666667,35.0,0.0
168,3,127,1662.6666666666667,35.0,0.0
169,4,127,1199.65625,35.0,0.5
170,4,127,1196.65625,35.0,0.5
171,4,125,1243.65625,35.0,0.5
172,4,124,1265.65625,35.0,0.5
173,4,124,1262.65625,35.0,0.5
174,4,124,1259.65625,35.0,0.5
175,4,124,1256.65625,35.0,0.5
176,4,124,1253.65625,35.0,0.5
177,4,123,1275.65625,35.0,0.5
178,4,123,1272.65625,35.0,0.5
179,4,123,1269.65625,35.0,0.5
180,4,122,1291.65625,35.0,0.5
181,4,122,1288.65625,35.0,0.5
182,4,121,1310.65625,35.0,0.5
183,4,120,1332.65625,35.0,0.5
184,4,120,1329.65625,35.0,0.5
185,5,119,1049.5765625,35.0,0.8
186,10,115,591.78828125,35.0,0.4
187,10,114,598.78828125,35.0,0.4
188,10,112,615.78828125,35.0,0.4
189,11,111,559.2275834517045,35.0,0.5454545454545454
190,12,110,515.2330551147461,35.0,0.6666666666666666
191,13,110,471.5289551661565,35.0,0.7692307692307693
192,14,109,441.65701669454575,35.0,0.8571428571428571
193,15,109,409.1929859990875,35.0,0.9333333333333333
194,16,109,380.6745129489573,35.0,1.0
195,16,109,377.6745129489573,35.0,1.0
196,16,109,374.6745129489573,35.0,1.0
197,16,108,377.9245129489573,35.0,1.0
198,14,108,429.2552948258817,22.8,1.1428571428571428
199,13,107,467.1965148471869,20.166666666666668,1.0769230769230769
200,13,105,479.58113023180226,20.166666666666668,1.0769230769230769
201,12,104,525.028594493866,18.714285714285715,0.9166666666666666
202,12,104,522.028594493866,18.714285714285715,0.9166666666666666
203,12,103,527.3619278271993,18.714285714285715,0.9166666666666666
204,12,103,524.3619278271993,18.714285714285715,0.9166666666666666
205,13,101,494.33408722510706,18.714285714285715,1.0
206,14,101,455.0602238518851,18.714285714285715,1.0714285714285714
207,16,98,410.0604683160782,18.714285714285715,1.1875
208,17,96,393.8314265082864,18.714285714285715,1.2352941176470589
209,18,95,374.1643417874972,18.714285714285715,1.2777777777777777
210,18,95,371.1643417874972,18.714285714285715,1.2777777777777777
211,18,94,373.71989734305276,18.714285714285715,1.2777777777777777
212,18,94,370.12738023201626,19.125,1.2777777777777777
213,18,91,383.7940468986829,19.125,1.2777777777777777
214,18,88,397.4607135653496,19.125,1.2777777777777777
215,18,88,394.4607135653496,19.125,1.2777777777777777
216,18,86,402.57182467646066,19.125,1.2777777777777777
217,19,86,375.1003223908575,19.125,1.3157894736842106
218,19,84,382.62663818033116,19.125,1.3157894736842106
219,19,84,379.62663818033116,19.125,1.3157894736842106
220,18,84,397.8543238904741,18.22222222222222,1.3888888888888888
221,19,83,378.5614160691437,18.22222222222222,1.4210526315789473
222,21,81,347.64934192269686,18.22222222222222,1.4761904761904763
223,22,81,327.88040485777043,17.9,1.4545454545454546
224,22,80,328.58715621113186,18.0,1.4090909090909092
225,23,76,327.9941183179009,18.0,1.434782608695652
226,23,76,325.0040381323627,16.833333333333332,1.5217391304347827
227,23,75,326.3518642193192,16.833333333333332,1.5217391304347827
228,23,75,322.98107426486524,16.76923076923077,1.608695652173913
229,24,73,314.7980758316756,16.76923076923077,1.625
230,25,72,303.24597374460905,16.76923076923077,1.64
231,25,70,307.3204225875369,16.285714285714285,1.64
232,27,68,285.2775190646754,15.6,1.7407407407407407
233,27,66,289.11181182858854,15.25,1.7777777777777777
234,26,65,300.3599376405686,14.736842105263158,1.8076923076923077
235,27,63,293.59174686913383,14.736842105263158,1.8148148148148149
236,28,62,283.7217048046868,14.736842105263158,1.8214285714285714
237,27,62,291.2899450625065,14.6,1.7777777777777777
238,27,61,291.99364876621024,14.6,1.7777777777777777
239,26,60,304.09693168775107,14.047619047619047,1.8461538461538463
240,22,58,365.7380749401677,15.28,1.9090909090909092
241,23,57,349.11661598811554,15.28,1.9130434782608696
242,23,55,354.1630467002764,15.0,1.9130434782608696
243,24,54,340.27234738890917,15.0,1.9166666666666667
244,25,54,323.5164132822713,15.0,1.92
245,26,52,315.7979720897577,15.0,1.9230769230769231
246,26,51,316.6441259359116,15.0,1.9230769230769231
247,25,50,330.3735988590902,14.962962962962964,1.92
248,24,50,341.23578794526,16.678571428571427,1.8333333333333333
249,23,50,353.18129293552136,16.241379310344826,1.9130434782608696
250,23,50,350.18129293552136,16.241379310344826,1.9130434782608696
251,21,50,380.7244307066667,15.677419354838708,1.9523809523809523
252,20,49,401.7698479765605,15.843749999999998,2.0
253,20,49,398.7698479765605,15.843749999999998,2.0
254,20,48,400.7698479765605,15.843749999999998,2.0
255,20,47,402.7698479765605,15.843749999999998,2.0
256,19,46,426.3411906158148,16.03030303030303,2.1052631578947367
257,19,46,423.3411906158148,16.03030303030303,2.1052631578947367
258,20,46,398.71499251578825,16.03030303030303,2.1
259,20,44,405.71499251578825,16.03030303030303,2.1
260,20,44,402.71499251578825,16.03030303030303,2.1
261,20,44,399.71499251578825,16.03030303030303,2.1
262,21,42,387.15438682767683,16.03030303030303,2.0952380952380953
263,23,41,352.9825314638884,16.03030303030303,2.0869565217391304
264,26,41,305.88890296065773,16.03030303030303,2.076923076923077
265,29,41,267.9816882859402,16.264705882352942,2.0000000000000004
266,30,41,255.64040023310662,15.914285714285715,2.0000000000000004
267,32,41,235.94737794527884,15.914285714285715,2.0000000000000004
268,33,41,224.7841521926489,15.61111111111111,2.060606060606061
269,36,41,202.27852900713262,17.35135135135135,1.8888888888888893
270,39,41,183.1396058408248,17.35135135135135,1.8974358974358978
271,42,39,170.92485536131764,17.0,1.9523809523809528
272,45,36,162.98696153896552,16.71794871794872,1.9333333333333336
273,47,36,152.93982209987468,16.073170731707318,2.021276595744681
274,48,35,148.59546952696658,16.27906976744186,1.9375
275,47,33,152.9124028882341,15.630434782608695,1.9361702127659575
276,46,33,153.32414953656132,15.125,2.0
277,44,32,159.66922132475463,14.549019607843137,2.0681818181818183
278,43,32,160.40512777926045,14.461538461538462,2.0232558139534884
279,43,32,157.28336323382425,14.245283018867925,2.0697674418604652
280,42,31,160.4660658581251,13.875,2.1666666666666674
281,42,30,159.26160480544692,13.666666666666666,2.2142857142857153
282,42,30,156.0193380860665,13.5,2.2619047619047636
283,39,28,169.9214873171873,13.537313432835822,2.3589743589743604
284,40,27,164.28701924131173,14.422535211267606,2.3750000000000013
285,42,27,153.4665281017604,14.342465753424657,2.3571428571428585
286,42,25,155.00095401196458,15.263157894736842,2.1190476190476204
On average,10.86411149825784,93.49477351916376,562.7200217689158,25.0321620079862,0.5970946431612492
